emotion_key,emotion_text,positive,color,importance,id,tone,sentiment
finance,finance,True,green,0,268,cool,Neutral
secure,secure,True,blue,0,269,cool,Neutral
secure,secure,True,brown,2,269,neutral,Neutral
truthful,truthful/speaking the truth,True,blue,0,270,cool,Neutral
devotion,devotion,True,blue,0,271,cool,Positive
devotion,devotion,True,indigo,0,271,cool,Positive
safe_and_non-threatening,safe and non-threatening,True,blue,0,272,cool,Positive
safe_and_non-threatening,safe and non-threatening,True,pink,1,272,warm,Positive
safe_and_non-threatening,safe and non-threatening,True,grey,0,272,neutral,Positive
inflexible,inflexible/not flexible,False,blue,0,273,cool,Negative
inflexible,inflexible/not flexible,False,indigo,0,273,cool,Negative
nostalgic,nostalgic,True,blue,0,274,cool,Neutral
religious,religious,True,blue,1,275,cool,Neutral
religious,religious,True,indigo,0,275,cool,Neutral
perceptive,perceptive,True,indigo,2,276,cool,Neutral
perceptive,perceptive,True,turquoise,0,276,cool,Neutral
concentration,concentration,True,indigo,0,277,cool,Neutral
justice,justice,True,indigo,0,278,cool,Neutral
justice,justice,True,silver,0,278,cool,Neutral
fair,fair,True,indigo,0,279,cool,Neutral
fair,fair,True,white,0,279,neutral,Neutral
law,law and peoples rights,True,indigo,0,280,cool,Neutral
traditions_and_rituals,traditions and rituals,True,indigo,0,281,cool,Neutral
dramatic,dramatic,True,indigo,1,282,cool,Neutral
narrow-minded,narrow-minded,False,indigo,0,283,cool,Negative
introspective,introspective,True,indigo,1,284,cool,Neutral
introspective,introspective,True,purple,0,284,cool,Neutral
imagination,imagination,True,purple,2,285,cool,Positive
peace_of_mind,peace of mind,True,purple,0,286,cool,Positive
unique_and_individual,likes to be unique and individual,True,purple,1,287,cool,Positive
noble,nobel/royal,True,purple,0,288,cool,Positive
noble,nobel/royal,True,gold,0,288,warm,Positive
luxurious,luxurious,True,gold,1,289,warm,Positive
luxurious,luxurious,True,purple,0,289,cool,Positive
demands_respect,demands respect,True,purple,1,290,cool,Negative
demands_respect,demands respect,True,pink,0,290,warm,Negative
ambitious,ambitious,True,purple,0,291,cool,Positive
self-assured,self-assured,True,purple,0,292,cool,Positive
inspiring,inspiring/inspirative,True,purple,1,293,cool,Positive
inspiring,inspiring/inspirative,True,magenta,1,293,warm,Positive
empathic,empathic,True,purple,1,294,cool,Positive
empathic,empathic,True,turquoise,0,294,cool,Positive
empathic,empathic,True,pink,0,294,warm,Positive
clear_thinking,clear thinking,True,turquoise,0,295,cool,Positive
clear_thinking,clear thinking,True,yellow,0,295,warm,Positive
self_esteem,builds self esteem,True,turquoise,0,296,cool,Positive
observation,observation,True,turquoise,0,297,cool,Neutral
discriminatory,discriminatory,False,turquoise,0,298,cool,Negative
intimate,intimate,True,pink,0,299,warm,Positive
removes_angriness_and_aggression,removes angriness and aggression,True,pink,0,300,warm,Positive
silly,silly,False,pink,0,301,warm,Negative
affectionate,affectionate,True,pink,1,302,warm,Positive
cooperative,cooperative,True,magenta,0,303,warm,Positive
self-respect,self-respect,True,magenta,0,304,warm,Positive
self-respect,self-respect,True,orange,0,304,warm,Positive
overwhelming,overwhelming,False,magenta,0,305,warm,Negative
irritates,irritates,False,magenta,0,306,warm,Negative
change_and_transformation,change and transformation,True,magenta,1,307,warm,Neutral
family_and_friends,family and friends,True,green,0,308,cool,Positive
family_and_friends,family and friends,True,pink,0,308,warm,Positive
family_and_friends,family and friends,True,brown,0,308,neutral,Positive
genuine,genuine,True,brown,0,309,neutral,Positive
natural_and_organic,natural and organic,True,brown,1,310,neutral,Positive
agriculture_and_farming,agriculture and farming,True,brown,0,311,neutral,Neutral
quiet,quiet,True,grey,0,312,neutral,Neutral
emotional,emotional,True,silver,0,313,cool,Neutral
emotional_control,emotional control,True,purple,1,314,cool,Positive
emotional_control,emotional control,True,turquoise,1,314,cool,Positive
conventional,conventional,True,black,0,315,neutral,Neutral
conventional,conventional,True,grey,0,315,neutral,Neutral
compromise,compromise,True,grey,2,316,neutral,Neutral
detached,detached,False,white,0,317,neutral,Negative
detached,detached,False,grey,2,317,neutral,Negative
respectable,respectable,True,silver,0,318,cool,Positive
respectable,respectable,True,purple,1,318,cool,Positive
patient,patient,True,silver,0,319,cool,Positive
non-committal,non-committal,False,silver,0,320,cool,Neutral
achievement,achievement,True,gold,0,321,warm,Positive
status,status,True,gold,2,322,warm,Neutral
triumph,triumph,True,gold,0,323,warm,Positive
prosperity,prosperity,True,gold,0,324,warm,Positive
prestige,prestige,True,gold,1,325,warm,Positive
prestige,prestige,True,silver,1,325,cool,Positive
value,value/valuable,True,gold,0,326,warm,Positive
knowledge,knowledge,True,yellow,0,327,warm,Neutral
knowledge,knowledge,True,gold,0,327,warm,Neutral
knowledge,knowledge,True,magenta,0,327,warm,Neutral
win,win/winner,True,gold,0,328,warm,Positive
lacking_kindness,lacking kindness,False,gold,0,329,warm,Negative
lacking_generosity,lacking generosity,False,gold,0,330,warm,Negative
enlightenment,enlightenment,True,gold,1,331,warm,Positive
disinterested,disinterested,False,white,0,332,neutral,Negative
efficient,efficient,True,white,1,333,neutral,Positive
intimidating,intimidating,False,black,0,334,neutral,Negative
unfriendly,unfriendly,False,black,0,335,neutral,Negative
unapproachable,unapproachable,False,black,0,336,neutral,Negative
disciplined,disciplined,True,black,0,337,neutral,Positive
mind,mind,True,yellow,2,338,warm,Neutral
rejuvenating,rejuvenating,True,yellow,1,339,warm,Positive
rejuvenating,rejuvenating,True,green,1,339,cool,Positive
diplomatic,diplomatic,True,green,1,340,cool,Positive
higher_mind,higher mind,True,indigo,2,341,cool,Positive
higher_mind,higher mind,True,purple,0,341,cool,Positive
higher_mind,higher mind,True,blue,0,341,cool,Positive
rescuer,rescuer,True,white,1,342,neutral,Positive
unity,unity,True,white,1,343,neutral,Positive
